paper_id,domain,title,retrieved,rank,mrr
AI165,artificial_intelligence,Biologically inspired architectures for sample-efficient deep reinforcement lear,False,None,0.0
AI166,artificial_intelligence,Deep Reinforcement Learning: An Overview,False,None,0.0
AI167,artificial_intelligence,The Deep Arbitrary Polynomial Chaos Neural Network or how Deep Artificial Neural,False,None,0.0
AI168,artificial_intelligence,Learning Active Subspaces and Discovering Important Features with Gaussian Radia,False,None,0.0
AI169,artificial_intelligence,Hierarchical Attentional Hybrid Neural Networks for Document Classification,False,None,0.0
AI170,artificial_intelligence,A Neural Network-Evolutionary Computational Framework for Remaining Useful Life ,False,None,0.0
AI171,artificial_intelligence,Continual Learning for Recurrent Neural Networks: an Empirical Evaluation,False,None,0.0
AI172,artificial_intelligence,A Review on Neural Network Models of Schizophrenia and Autism Spectrum Disorder,False,None,0.0
AI173,artificial_intelligence,Towards Dropout Training for Convolutional Neural Networks,False,None,0.0
AI174,artificial_intelligence,Acute Lymphoblastic Leukemia Detection Using Hypercomplex-Valued Convolutional N,False,None,0.0
AI175,artificial_intelligence,Spiking Inception Module for Multi-layer Unsupervised Spiking Neural Networks,False,None,0.0
AI176,artificial_intelligence,Improving Generalization of Deep Neural Networks by Leveraging Margin Distributi,False,None,0.0
AI177,artificial_intelligence,Dual Accuracy-Quality-Driven Neural Network for Prediction Interval Generation,False,None,0.0
AI178,artificial_intelligence,A Recurrent Probabilistic Neural Network with Dimensionality Reduction Based on ,False,None,0.0
AI179,artificial_intelligence,MECCH: Metapath Context Convolution-based Heterogeneous Graph Neural Networks,False,None,0.0
AI180,artificial_intelligence,mFI-PSO: A Flexible and Effective Method in Adversarial Image Generation for Dee,False,None,0.0
AI181,artificial_intelligence,On Information Plane Analyses of Neural Network Classifiers -- A Review,False,None,0.0
AI182,artificial_intelligence,Using Neural Networks for Relation Extraction from Biomedical Literature,False,None,0.0
AI183,artificial_intelligence,Understanding Neural Networks and Individual Neuron Importance via Information-O,False,None,0.0
AI184,artificial_intelligence,CiwGAN and fiwGAN: Encoding information in acoustic data to model lexical learni,False,None,0.0
AI185,artificial_intelligence,Tackling the Curse of Dimensionality with Physics-Informed Neural Networks,True,1,1.0
AI186,artificial_intelligence,Newton-Puiseux Analysis for Interpretability and Calibration of Complex-Valued N,False,None,0.0
AI187,artificial_intelligence,A Learning Framework for n-bit Quantized Neural Networks toward FPGAs,False,None,0.0
AI188,artificial_intelligence,Further advantages of data augmentation on convolutional neural networks,False,None,0.0
AI189,artificial_intelligence,Study of a committee of neural networks for biometric hand-geometry recognition,False,None,0.0
AI190,artificial_intelligence,Transfer Learning Using Ensemble Neural Networks for Organic Solar Cell Screenin,False,None,0.0
AI191,artificial_intelligence,Multiclass Graph-Based Large Margin Classifiers: Unified Approach for Support Ve,False,None,0.0
AI192,artificial_intelligence,Scaling Limits of Wide Neural Networks with Weight Sharing: Gaussian Process Beh,False,None,0.0
AI193,artificial_intelligence,Masked Conditional Neural Networks for Audio Classification,False,None,0.0
AI194,artificial_intelligence,Bounded Rational Decision-Making with Adaptive Neural Network Priors,False,None,0.0
AI195,artificial_intelligence,SPIDE: A Purely Spike-based Method for Training Feedback Spiking Neural Networks,False,None,0.0
AI196,artificial_intelligence,Visualising Basins of Attraction for the Cross-Entropy and the Squared Error Neu,False,None,0.0
AI197,artificial_intelligence,Learning Cross-Lingual Sentence Representations via a Multi-task Dual-Encoder Mo,False,None,0.0
AI198,artificial_intelligence,On the Interpretability and Evaluation of Graph Representation Learning,False,None,0.0
AI199,artificial_intelligence,Meta-Learning Representations for Continual Learning,False,None,0.0
AI200,artificial_intelligence,On the Similarities of Embeddings in Contrastive Learning,False,None,0.0
CY001,cybersecurity,Quantum Identity-Based Encryption from the Learning with Errors Problem,True,1,1.0
CY002,cybersecurity,SNEED: Enhancing Network Security Services Using Network Coding and Joint Capaci,True,1,1.0
CY003,cybersecurity,SFAMSS: a secure framework for atm machines via secret sharing,True,1,1.0
CY004,cybersecurity,Assessing the Real-World Impact of Post-Quantum Cryptography on WPA-Enterprise N,True,1,1.0
CY005,cybersecurity,Encryption is Futile: Delay Attacks on High-Precision Clock Synchronization,True,1,1.0
CY006,cybersecurity,An Evolution Strategy Approach toward Rule-set Generation for Network Intrusion ,True,1,1.0
CY007,cybersecurity,Emerging Trends of Recently Published Datasets for Intrusion Detection Systems (,True,1,1.0
CY008,cybersecurity,A high throughput Intrusion Detection System (IDS) to enhance the security of da,True,1,1.0
CY009,cybersecurity,AI-Driven Intrusion Detection Systems (IDS) on the ROAD Dataset: A Comparative A,True,1,1.0
CY010,cybersecurity,Multiclass Classification Procedure for Detecting Attacks on MQTT-IoT Protocol,True,1,1.0
CY011,cybersecurity,URLTran: Improving Phishing URL Detection Using Transformers,True,1,1.0
CY012,cybersecurity,Eliciting Least-to-Most Reasoning for Phishing URL Detection,True,1,1.0
CY013,cybersecurity,PhishVQC: Optimizing Phishing URL Detection with Correlation Based Feature Selec,True,1,1.0
CY014,cybersecurity,Efficient Phishing URL Detection Using Graph-based Machine Learning and Loopy Be,True,1,1.0
CY015,cybersecurity,A Lightweight Hybrid MLP-Based Framework for Real-Time Phishing URL Detection Us,True,1,1.0
CY016,cybersecurity,BAZAM: A Blockchain-Assisted Zero-Trust Authentication in Multi-UAV Wireless Net,True,1,1.0
CY017,cybersecurity,SAFE-SiP: Secure Authentication Framework for System-in-Package Using Multi-part,True,1,1.0
CY018,cybersecurity,Randomized Response Mechanisms for Differential Privacy Data Analysis: Bounds an,True,1,1.0
CY019,cybersecurity,Trident: Efficient 4PC Framework for Privacy Preserving Machine Learning,True,1,1.0
CY020,cybersecurity,Fedlearn-Algo: A flexible open-source privacy-preserving machine learning platfo,True,1,1.0
CY021,cybersecurity,Privacy Preserving Machine Learning Model Personalization through Federated Pers,True,1,1.0
CY022,cybersecurity,Asymmetric Private Set Intersection with Applications to Contact Tracing and Pri,True,1,1.0
CY023,cybersecurity,A Survey of Machine and Deep Learning Methods for Internet of Things (IoT) Secur,True,1,1.0
CY024,cybersecurity,A Low-Power BLS12-381 Pairing Crypto-Processor for Internet-of-Things Security A,True,1,1.0
CY025,cybersecurity,Converging Zero Trust and IoT Security: A Multivocal Literature Review,True,1,1.0
CY026,cybersecurity,Efficient and Secure Group Key Management in IoT using Multistage Interconnected,True,1,1.0
CY027,cybersecurity,Generative AI for Internet of Things Security: Challenges and Opportunities,True,1,1.0
CY028,cybersecurity,Homomorphic Encryption: Theory & Applications,True,1,1.0
CY029,cybersecurity,Analysing ZigBee Key Establishment Protocols,True,1,1.0
CY030,cybersecurity,A Weakest Chain Approach to Assessing the Overall Effectiveness of the 802.11 Wi,True,1,1.0
CY031,cybersecurity,On Angels and Demons: Strategic (De)Construction of Dynamic Models,True,1,1.0
CY032,cybersecurity,SD-WAN over MPLS: A Comprehensive Performance Analysis and Security with Insight,True,1,1.0
CY033,cybersecurity,MLDAS: Machine Learning Dynamic Algorithm Selection for Software-Defined Network,True,1,1.0
CY034,cybersecurity,Enriched multi-agent middleware for building rule-based distributed security sol,True,1,1.0
CY035,cybersecurity,Understanding Modern Intrusion Detection Systems: A Survey,True,1,1.0
CY036,cybersecurity,FetFIDS: A Feature Embedding Attention based Federated Network Intrusion Detecti,True,1,1.0
CY037,cybersecurity,Improving Transferability of Network Intrusion Detection in a Federated Learning,True,1,1.0
CY038,cybersecurity,Evaluation of Real-Time Mitigation Techniques for Cyber Security in IEC 61850 / ,True,1,1.0
CY039,cybersecurity,Self-adaptive web intrusion detection system,True,1,1.0
CY040,cybersecurity,Comparison of feature extraction tools for network traffic data,True,1,1.0
CY041,cybersecurity,Omni SCADA Intrusion Detection Using Deep Learning Algorithms,True,1,1.0
CY042,cybersecurity,Evading network-level emulation,False,None,0.0
CY043,cybersecurity,ECU Identification using Neural Network Classification and Hyperparameter Tuning,True,1,1.0
CY044,cybersecurity,A short review on Applications of Deep learning for Cyber security,True,1,1.0
CY045,cybersecurity,Can Features for Phishing URL Detection Be Trusted Across Diverse Datasets? A Ca,True,1,1.0
CY046,cybersecurity,Benchmarking Large Language Models for Zero-shot and Few-shot Phishing URL Detec,True,1,1.0
CY047,cybersecurity,Phishing URL Detection using Bi-LSTM,True,1,1.0
CY048,cybersecurity,AntiPhishStack: LSTM-based Stacked Generalization Model for Optimized Phishing U,True,1,1.0
CY049,cybersecurity,Phishing URL Detection Through Top-level Domain Analysis: A Descriptive Approach,True,1,1.0
CY050,cybersecurity,MemoPhishAgent: Memory-Augmented Multi-Modal LLM Agent for Phishing URL Detectio,True,1,1.0
CY051,cybersecurity,A security suite for wireless body area networks,False,None,0.0
CY052,cybersecurity,Differentiated Security Architecture for Secure and Efficient Infotainment Data ,False,None,0.0
CY053,cybersecurity,Ontologies for Network Security and Future Challenges,False,None,0.0
CY054,cybersecurity,Evaluation of Enhanced Security Solutions in 802.11-Based Networks,False,None,0.0
CY055,cybersecurity,Enabling AutoML for Zero-Touch Network Security: Use-Case Driven Analysis,False,None,0.0
CY056,cybersecurity,Finding Traitors in Secure Networks Using Byzantine Agreements,False,None,0.0
CY057,cybersecurity,ACE: A Security Architecture for LLM-Integrated App Systems,False,None,0.0
CY058,cybersecurity,Complete Security Framework for Wireless Sensor Networks,False,None,0.0
CY059,cybersecurity,Network Hexagons Under Attack: Secure Crowdsourcing of Geo-Referenced Data,False,None,0.0
CY060,cybersecurity,HTTPI Based Web Service Security over SOAP,False,None,0.0
CY061,cybersecurity,"Audit Analysis Models, Security Frameworks and Their Relevance for VoIP",True,8,0.125
CY062,cybersecurity,Quantitative Models of Imperfect Deception in Network Security using Signaling G,False,None,0.0
CY063,cybersecurity,"Physical and Mechatronic Security, Technologies and Future Trends for Vehicular ",False,None,0.0
CY064,cybersecurity,Automated Big Text Security Classification,False,None,0.0
CY065,cybersecurity,"A Survey of Attacks, Security Mechanisms and Challenges in Wireless Sensor Netwo",False,None,0.0
CY066,cybersecurity,Assessing Cyber-Physical Security in Industrial Control Systems,False,None,0.0
CY067,cybersecurity,Energy Efficient Security Architecture for Wireless BioMedical Sensor Networks,False,None,0.0
CY068,cybersecurity,Advanced Drone Swarm Security by Using Blockchain Governance Game,False,None,0.0
CY069,cybersecurity,Very Pwnable Network: Cisco AnyConnect Security Analysis,False,None,0.0
CY070,cybersecurity,Security properties in an open peer-to-peer network,False,None,0.0
CY071,cybersecurity,Towards efficient and secure quantum-classical communication networks,False,None,0.0
CY072,cybersecurity,Secret Sharing in 5G-MEC: Applicability for joint Security and Dependability,False,None,0.0
CY073,cybersecurity,Two Phase Authentication and VPN Based Secured Communication for IoT Home Networ,False,None,0.0
CY074,cybersecurity,Implementing New-age Authentication Techniques using OpenID for Security Automat,False,None,0.0
CY075,cybersecurity,Human-centred home network security,False,None,0.0
CY076,cybersecurity,A Trust Based Cross Layer Security Protocol for Mobile Ad hoc Networks,False,None,0.0
CY077,cybersecurity,Attacks Against Security Context in 5G Network,False,None,0.0
CY078,cybersecurity,ODMRP with Quality of Service and local recovery with security Support,False,None,0.0
CY079,cybersecurity,A Survey on Security and Privacy Protocols for Cognitive Wireless Sensor Network,False,None,0.0
CY080,cybersecurity,Pencil: Private and Extensible Collaborative Learning without the Non-Colluding ,False,None,0.0
CY081,cybersecurity,Burstiness of Intrusion Detection Process: Empirical Evidence and a Modeling App,False,None,0.0
CY082,cybersecurity,Effectiveness of Intrusion Prevention Systems (IPS) in Fast Networks,False,None,0.0
CY083,cybersecurity,An overview of Intrusion Detection and Prevention Systems,False,None,0.0
CY084,cybersecurity,Securing Fog-to-Things Environment Using Intrusion Detection System Based On Ens,False,None,0.0
CY085,cybersecurity,Learning Intrusion Prevention Policies through Optimal Stopping,False,None,0.0
CY086,cybersecurity,Intrusion Prevention through Optimal Stopping,False,None,0.0
